CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Desc
13115.0,153,2,7360.58,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13117.0,76,12,129859.70999999999,4,3,3,433,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13124.0,205,30,329356.50000000006,2,5,5,255,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13126.0,137,18,148145.72,3,4,4,344,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13136.0,257,3,17264.760000000002,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13137.0,10,33,326854.08,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13138.0,340,7,29374.559999999998,1,2,1,121,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13140.0,269,4,83511.36,1,1,3,113,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13141.0,22,16,121551.05,5,4,3,543,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13144.0,137,1,20557.14,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13145.0,336,1,1681.8600000000001,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13148.0,37,78,778632.6900000001,5,5,5,555,Champions,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
13155.0,115,38,247841.56,3,5,4,354,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13158.0,75,16,69359.69,4,4,2,442,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13161.0,38,2,51000.64,5,1,2,512,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13162.0,132,25,194041.59999999998,3,4,4,344,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13165.0,171,5,59336.42,2,2,2,222,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13168.0,67,36,446499.24,4,5,5,455,Loyal,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13173.0,284,15,85942.49,1,4,3,143,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13174.0,49,124,1462737.29,4,5,5,455,Loyal,4,"Champions-B – 10 müşteri (Ø R=80g, F=134.4, M=1,330,934)"
13178.0,221,14,114104.0,2,3,3,233,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13183.0,147,11,98931.19999999998,3,3,3,333,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13187.0,153,10,79221.44,3,3,3,333,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13198.0,69,39,428022.06,4,5,5,455,Loyal,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13199.0,19,14,80421.19,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13208.0,12,13,191786.13999999998,5,3,4,534,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13209.0,111,10,100220.53,3,3,3,333,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13211.0,225,1,3765.96,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13221.0,208,19,181795.6,2,4,4,244,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13225.0,159,5,53472.04000000001,3,2,2,322,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13230.0,12,42,469163.07999999996,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13233.0,148,8,61026.64,3,2,2,322,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13238.0,215,4,7551.5,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13240.0,262,15,99687.0,1,4,3,143,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13246.0,110,18,202745.88,3,4,4,344,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13253.0,166,5,87107.84,2,2,3,223,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13255.0,361,4,51331.799999999996,1,1,2,112,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13263.0,105,18,187116.93,3,4,4,344,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13266.0,203,1,5321.52,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13267.0,131,26,181571.55,3,4,4,344,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13269.0,228,17,130860.8,2,4,3,243,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13270.0,269,1,5219.46,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13280.0,47,39,275095.26,4,5,5,455,Loyal,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13284.0,93,6,62216.1,4,2,2,422,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13295.0,210,5,68702.86,2,2,2,222,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13304.0,170,3,86440.62000000001,2,1,3,213,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13305.0,346,3,25367.550000000003,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13309.0,9,22,227789.46000000002,5,4,4,544,Potential,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13310.0,70,12,143256.57,4,3,4,434,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13313.0,169,3,53772.869999999995,2,1,2,212,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13317.0,202,8,57182.020000000004,2,2,2,222,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13319.0,168,42,382750.56,2,5,5,255,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13324.0,35,7,38512.8,5,2,2,522,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13327.0,257,8,120853.32,1,2,3,123,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13328.0,49,10,108816.15,4,3,3,433,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13329.0,177,5,39012.02,2,2,2,222,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13330.0,45,7,90535.90000000001,4,2,3,423,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13368.0,157,1,4925.35,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13369.0,177,11,87602.55,2,3,3,233,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13370.0,268,23,80567.46,1,4,3,143,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13385.0,124,15,182807.8,3,4,4,344,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13394.0,16,10,113871.68,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13396.0,35,10,63087.93000000001,5,3,2,532,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13397.0,167,4,35268.880000000005,2,1,2,212,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13402.0,336,9,28591.620000000003,1,3,1,131,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13405.0,66,3,40629.3,4,1,2,412,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13408.0,33,42,409988.72000000003,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13418.0,207,24,246833.96000000002,2,4,4,244,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13426.0,152,12,130834.52,3,3,3,333,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13448.0,225,22,181108.78,2,4,4,244,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13451.0,143,13,267063.83999999997,3,3,5,335,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13455.0,119,19,167810.46000000002,3,4,4,344,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13458.0,105,29,349479.35,3,5,5,355,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13468.0,20,38,465943.6,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13473.0,126,3,67492.17,3,1,2,312,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13481.0,291,1,4435.12,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13487.0,173,3,37657.4,2,1,2,212,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13488.0,12,76,701256.01,5,5,5,555,Champions,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
13491.0,20,22,218222.18,5,4,4,544,Potential,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13494.0,26,10,98236.44,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13495.0,210,12,126717.7,2,3,3,233,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13496.0,194,11,49965.16,2,3,2,232,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13497.0,301,8,43270.200000000004,1,2,2,122,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13502.0,97,1,15070.32,4,1,1,411,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13506.0,30,21,185340.82,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13520.0,101,20,118249.26999999999,3,4,3,343,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13523.0,270,12,144217.5,1,3,4,134,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13527.0,115,1,19310.5,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13531.0,269,4,78291.9,1,1,3,113,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13534.0,48,23,241436.42,4,4,4,444,Promising,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13538.0,45,1,20892.9,4,1,1,411,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13539.0,13,8,80626.81,5,2,3,523,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13551.0,77,3,14874.4,4,1,1,411,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13552.0,45,3,55714.4,4,1,2,412,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13564.0,174,40,271021.89,2,5,5,255,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13565.0,143,8,72329.79,3,2,2,322,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13569.0,286,10,104779.43999999999,1,3,3,133,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13576.0,18,15,150983.19,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13579.0,305,5,47327.4,1,2,2,122,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13581.0,13,5,73297.1,5,2,3,523,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13584.0,3,16,158518.44,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13593.0,147,12,187291.06,3,3,4,334,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13599.0,119,17,106067.94,3,4,3,343,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13600.0,30,13,93236.61000000002,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13606.0,26,3,16372.74,5,1,1,511,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13611.0,212,4,25956.45,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13614.0,126,6,46607.13,3,2,2,322,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13615.0,35,12,91047.41,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13627.0,190,14,49122.600000000006,2,3,2,232,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13629.0,22,5,49245.72,5,2,2,522,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13634.0,117,9,144118.04,3,3,4,334,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13649.0,269,6,77879.69,1,2,3,123,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13652.0,303,5,83562.12,1,2,3,123,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13656.0,154,9,77043.68,3,3,3,333,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13659.0,86,32,322863.5,4,5,5,455,Loyal,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13668.0,13,31,334320.82,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13672.0,135,3,34678.44,3,1,2,312,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13680.0,152,44,369482.75,3,5,5,355,Others,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13693.0,105,1,19191.48,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13694.0,12,37,537063.46,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13700.0,117,14,96502.81,3,3,3,333,Need Attention,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13703.0,70,1,4653.8099999999995,4,1,1,411,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13705.0,363,7,60763.8,1,2,2,122,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13707.0,42,23,140576.96,4,4,4,444,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13709.0,41,19,92531.90000000001,5,4,3,543,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13715.0,153,48,348219.89999999997,3,5,5,355,Others,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13725.0,9,30,278858.55,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13728.0,20,5,62138.06999999999,5,2,2,522,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13742.0,82,42,689473.43,4,5,5,455,Loyal,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
13747.0,363,1,6076.38,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13748.0,365,1,6924.5,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13750.0,152,1,3655.96,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13754.0,59,5,34352.72,4,2,2,422,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13756.0,202,8,34890.020000000004,2,2,2,222,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13758.0,146,18,222357.52,3,4,4,344,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13764.0,155,29,166507.99,3,5,4,354,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13767.0,138,37,336977.7,3,5,5,355,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13769.0,88,21,134158.33,4,4,4,444,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13777.0,19,47,435771.52999999997,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13782.0,118,22,133239.24,3,4,4,344,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13784.0,24,4,28103.879999999997,5,1,1,511,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13786.0,284,2,26156.41,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13787.0,245,5,28762.16,2,2,1,221,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13798.0,82,67,536801.26,4,5,5,455,Loyal,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
13800.0,14,23,170394.18,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13802.0,26,11,112917.56,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13807.0,281,4,25709.53,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13815.0,71,31,283674.18999999994,4,5,5,455,Loyal,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13817.0,171,2,41079.06,2,1,2,212,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13819.0,13,15,163037.97,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13824.0,19,9,78104.62,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13829.0,203,1,5321.52,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13831.0,319,2,13568.14,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13837.0,63,5,25021.350000000002,4,2,1,421,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13838.0,324,35,272699.96,1,5,5,155,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
13842.0,13,18,238737.25,5,4,4,544,Potential,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13846.0,213,8,59428.880000000005,2,2,2,222,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13848.0,269,1,5219.46,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13854.0,22,24,151681.05,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13859.0,109,16,119152.31999999999,3,4,3,343,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13862.0,119,18,116268.72,3,4,3,343,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13869.0,35,40,358385.64,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13871.0,12,16,169656.96999999997,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13873.0,17,3,53042.15,5,1,2,512,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13874.0,193,10,102907.26,2,3,3,233,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13880.0,284,5,22419.78,1,2,1,121,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13881.0,28,7,57319.47000000001,5,2,2,522,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13883.0,109,1,4408.0599999999995,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13890.0,59,8,49222.82000000001,4,2,2,422,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13894.0,19,6,71004.2,5,2,2,522,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13898.0,108,2,66560.04000000001,3,1,2,312,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13901.0,75,8,40155.61,4,2,2,422,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13911.0,5,14,168254.44,5,3,4,534,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13922.0,171,3,31950.38,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13929.0,88,2,12670.62,4,1,1,411,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13939.0,20,10,72395.19,5,3,3,533,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13941.0,326,9,43254.37,1,3,2,132,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13948.0,224,2,5937.24,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13953.0,172,1,4989.360000000001,2,1,1,211,Hibernating,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13958.0,337,4,7680.650000000001,1,1,1,111,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13959.0,236,7,79074.08,2,2,3,223,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
13963.0,6,16,146820.22,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13969.0,89,18,279787.41,4,4,5,445,Promising,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13982.0,112,30,285944.98,3,5,5,355,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
13983.0,110,18,189377.02,3,4,4,344,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13984.0,105,4,42694.93,3,1,2,312,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
13993.0,127,3,92111.04000000001,3,1,3,313,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
13999.0,90,20,158502.19999999998,4,4,4,444,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
14001.0,357,6,74590.47,1,2,3,123,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
14006.0,30,4,34350.33,5,1,2,512,Recent,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
14016.0,188,16,83816.45999999999,2,4,3,243,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
14030.0,266,17,128407.04999999999,1,4,3,143,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
14031.0,98,21,135805.99000000002,4,4,4,444,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
14032.0,171,19,110528.45,2,4,3,243,At Risk,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
14037.0,249,16,144460.42,2,4,4,244,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
14040.0,40,38,313687.38999999996,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
14044.0,15,45,343530.39999999997,5,5,5,555,Champions,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
14045.0,159,4,23937.31,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
14047.0,153,4,51049.92,3,1,2,312,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
14049.0,64,57,504232.29000000004,4,5,5,455,Loyal,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
14051.0,41,24,136900.77000000002,5,4,4,544,Potential,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
14057.0,215,23,160878.75,2,4,4,244,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
14060.0,65,25,197209.15,4,4,4,444,Promising,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
14062.0,95,33,175694.98,4,5,4,454,Loyal,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
14068.0,82,10,118822.32,4,3,3,433,Promising,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
14078.0,357,3,107741.79,1,1,3,113,Hibernating,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
14081.0,305,24,362843.4,1,4,5,145,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
14082.0,251,19,119507.26000000001,1,4,3,143,At Risk,1,"Hibernating – 270 müşteri (Ø R=299g, F=7.5, M=62,373)"
14083.0,175,44,292719.89,2,5,5,255,At Risk,2,"At Risk – 105 müşteri (Ø R=241g, F=32.4, M=310,802)"
14085.0,14,73,855400.78,5,5,5,555,Champions,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
14088.0,90,51,466486.13999999996,4,5,5,455,Loyal,3,"Champions-A – 72 müşteri (Ø R=71g, F=65.8, M=652,782)"
14090.0,103,1,3997.56,3,1,1,311,Others,0,"Recent – 365 müşteri (Ø R=49g, F=9.5, M=89,151)"
14092.0,89,26,304690.89,4,4,5,445,Promising,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
14099.0,119,34,257891.99000000002,3,5,5,355,Others,6,"Loyal – 222 müşteri (Ø R=62g, F=31.2, M=290,770)"
14101.0,112,1,14051.97,3,1,1,311,Others,5,"Others – 419 müşteri (Ø R=166g, F=7.9, M=69,619)"
